Return ID,Order ID,Customer ID,Product ID,Order Date,Return Date,Return Amount,Order Line ID,Return Line ID
37389,ES-2017-JH1582045-42987,JH-1582045,TEC-CO-4568,2017-09-09,2017-09-16,676.0305,ES-2017-JH1582045-42987TEC-CO-4568JH-1582045,37389ES-2017-JH1582045-42987TEC-CO-4568JH-1582045
5880,US-2017-SU20665143-43066,SU-20665143,OFF-PA-4462,2017-11-27,2017-12-09,59.76,US-2017-SU20665143-43066OFF-PA-4462SU-20665143,5880US-2017-SU20665143-43066OFF-PA-4462SU-20665143
62436,ES-2017-SG2008045-42814,SG-2008045,OFF-AR-3484,2017-03-20,2017-04-06,39.54,ES-2017-SG2008045-42814OFF-AR-3484SG-2008045,62436ES-2017-SG2008045-42814OFF-AR-3484SG-2008045
47424,ES-2017-AS10090120-43085,AS-10090120,OFF-LA-5383,2017-12-16,2018-01-06,12.3,ES-2017-AS10090120-43085OFF-LA-5383AS-10090120,47424ES-2017-AS10090120-43085OFF-LA-5383AS-10090120
6173,US-2017-TC21145101-42925,TC-21145101,TEC-AC-3393,2017-07-09,2017-07-29,30.816,US-2017-TC21145101-42925TEC-AC-3393TC-21145101,6173US-2017-TC21145101-42925TEC-AC-3393TC-21145101
46754,IN-2017-CM1183027-43065,CM-1183027,FUR-CH-4518,2017-11-26,2017-12-16,64.11,IN-2017-CM1183027-43065FUR-CH-4518CM-1183027,46754IN-2017-CM1183027-43065FUR-CH-4518CM-1183027
17641,CG-2017-AT43533-42843,AT-43533,OFF-ST-4250,2017-04-18,2017-04-27,19.68,CG-2017-AT43533-42843OFF-ST-4250AT-43533,17641CG-2017-AT43533-42843OFF-ST-4250AT-43533
38091,IN-2017-JG151151-43032,JG-151151,OFF-AR-3457,2017-10-24,2017-11-15,160.2,IN-2017-JG151151-43032OFF-AR-3457JG-151151,38091IN-2017-JG151151-43032OFF-AR-3457JG-151151
63833,EZ-2017-CH207032-42794,CH-207032,OFF-AR-3545,2017-02-28,2017-03-19,32.13,EZ-2017-CH207032-42794OFF-AR-3545CH-207032,63833EZ-2017-CH207032-42794OFF-AR-3545CH-207032
2619,IT-2017-PB1921064-42980,PB-1921064,TEC-PH-5814,2017-09-02,2017-09-29,100.152,IT-2017-PB1921064-42980TEC-PH-5814PB-1921064,2619IT-2017-PB1921064-42980TEC-PH-5814PB-1921064
29663,MX-2017-DK1298518-42948,DK-1298518,OFF-PA-3992,2017-08-01,2017-08-29,123.9,MX-2017-DK1298518-42948OFF-PA-3992DK-1298518,29663MX-2017-DK1298518-42948OFF-PA-3992DK-1298518
9678,MX-2017-TC2129539-42959,TC-2129539,OFF-BI-6385,2017-08-12,2017-08-20,131.52,MX-2017-TC2129539-42959OFF-BI-6385TC-2129539,9678MX-2017-TC2129539-42959OFF-BI-6385TC-2129539
59485,IT-2017-BF1121564-42987,BF-1121564,OFF-ST-5705,2017-09-09,2017-09-13,149.112,IT-2017-BF1121564-42987OFF-ST-5705BF-1121564,59485IT-2017-BF1121564-42987OFF-ST-5705BF-1121564
20080,NI-2017-AO81095-43093,AO-81095,OFF-PA-6606,2017-12-24,2018-01-16,8.325,NI-2017-AO81095-43093OFF-PA-6606AO-81095,20080NI-2017-AO81095-43093OFF-PA-6606AO-81095
5292,ID-2017-CV1229559-42876,CV-1229559,OFF-LA-4550,2017-05-21,2017-05-28,6.9642,ID-2017-CV1229559-42876OFF-LA-4550CV-1229559,5292ID-2017-CV1229559-42876OFF-LA-4550CV-1229559
29640,IT-2017-MP1796545-42840,MP-1796545,OFF-FA-5469,2017-04-15,2017-05-11,7.215,IT-2017-MP1796545-42840OFF-FA-5469MP-1796545,29640IT-2017-MP1796545-42840OFF-FA-5469MP-1796545
20025,TU-2017-KL6555134-42925,KL-6555134,OFF-AR-3465,2017-07-09,2017-07-13,23.28,TU-2017-KL6555134-42925OFF-AR-3465KL-6555134,20025TU-2017-KL6555134-42925OFF-AR-3465KL-6555134
35539,EZ-2017-LS694532-43094,LS-694532,OFF-BI-3255,2017-12-25,2018-01-14,48.3,EZ-2017-LS694532-43094OFF-BI-3255LS-694532,35539EZ-2017-LS694532-43094OFF-BI-3255LS-694532
58436,MX-2017-HR1477082-43059,HR-1477082,FUR-CH-5441,2017-11-20,2017-12-07,744.0,MX-2017-HR1477082-43059FUR-CH-5441HR-1477082,58436MX-2017-HR1477082-43059FUR-CH-5441HR-1477082
873,MX-2017-BE1133528-42994,BE-1133528,TEC-CO-5992,2017-09-16,2017-10-03,795.2064,MX-2017-BE1133528-42994TEC-CO-5992BE-1133528,873MX-2017-BE1133528-42994TEC-CO-5992BE-1133528
1721,IR-2017-PL892560-43051,PL-892560,OFF-ST-5693,2017-11-12,2017-11-23,142.08,IR-2017-PL892560-43051OFF-ST-5693PL-892560,1721IR-2017-PL892560-43051OFF-ST-5693PL-892560
63303,CM-2017-MC813022-42813,MC-813022,OFF-EN-5043,2017-03-19,2017-03-25,20.49,CM-2017-MC813022-42813OFF-EN-5043MC-813022,63303CM-2017-MC813022-42813OFF-EN-5043MC-813022
47559,ES-2017-AH10690120-43003,DC-000000000001,OFF-BI-2918,2017-09-25,2017-10-22,62.58,ES-2017-AH10690120-43003OFF-BI-2918DC-000000000001,47559ES-2017-AH10690120-43003OFF-BI-2918DC-000000000001
35597,US-2017-BE1145582-42890,BE-1145582,OFF-SU-4125,2017-06-04,2017-06-10,14.0,US-2017-BE1145582-42890OFF-SU-4125BE-1145582,35597US-2017-BE1145582-42890OFF-SU-4125BE-1145582
27872,ID-2017-KB16405102-43070,KB-16405102,TEC-CO-3604,2017-12-01,2017-12-22,562.887,ID-2017-KB16405102-43070TEC-CO-3604KB-16405102,27872ID-2017-KB16405102-43070TEC-CO-3604KB-16405102
34091,IR-2017-CA196560-42932,CA-196560,OFF-ST-6068,2017-07-16,2017-08-11,95.1,IR-2017-CA196560-42932OFF-ST-6068CA-196560,34091IR-2017-CA196560-42932OFF-ST-6068CA-196560
37738,US-2017-DH1307536-43008,DC-000000000001,FUR-BO-3891,2017-09-30,2017-10-18,494.532,US-2017-DH1307536-43008FUR-BO-3891DC-000000000001,37738US-2017-DH1307536-43008FUR-BO-3891DC-000000000001
42925,TU-2017-PS8970134-42976,PS-8970134,OFF-AR-3532,2017-08-29,2017-09-13,7.656,TU-2017-PS8970134-42976OFF-AR-3532PS-8970134,42925TU-2017-PS8970134-42976OFF-AR-3532PS-8970134
31579,IN-2017-MZ1751566-42992,MZ-1751566,OFF-AR-3483,2017-09-14,2017-09-20,53.55,IN-2017-MZ1751566-42992OFF-AR-3483MZ-1751566,31579IN-2017-MZ1751566-42992OFF-AR-3483MZ-1751566
17247,CA-2017-VP21760140-43025,VP-217601408,FUR-TA-3332,2017-10-17,2017-11-09,1875.258,CA-2017-VP21760140-43025FUR-TA-3332VP-217601408,17247CA-2017-VP21760140-43025FUR-TA-3332VP-217601408
31635,HU-2017-AP72057-42973,AP-72057,TEC-PH-5340,2017-08-26,2017-09-09,446.4,HU-2017-AP72057-42973TEC-PH-5340AP-72057,31635HU-2017-AP72057-42973TEC-PH-5340AP-72057
1027,CA-2017-JF15355140-42995,JF-153551402,OFF-EN-5167,2017-09-17,2017-09-21,17.568,CA-2017-JF15355140-42995OFF-EN-5167JF-153551402,1027CA-2017-JF15355140-42995OFF-EN-5167JF-153551402
61116,ES-2017-LW16825139-42949,LW-16825139,TEC-AC-5202,2017-08-02,2017-08-30,286.2,ES-2017-LW16825139-42949TEC-AC-5202LW-16825139,61116ES-2017-LW16825139-42949TEC-AC-5202LW-16825139
32074,MX-2017-KB1624039-43095,KB-1624039,FUR-BO-5967,2017-12-26,2018-01-06,1820.7,MX-2017-KB1624039-43095FUR-BO-5967KB-1624039,32074MX-2017-KB1624039-43095FUR-BO-5967KB-1624039
23558,ID-2017-BT11305102-42744,BT-11305102,OFF-AR-3538,2017-01-09,2017-01-12,58.608,ID-2017-BT11305102-42744OFF-AR-3538BT-11305102,23558ID-2017-BT11305102-42744OFF-AR-3538BT-11305102
2571,MX-2017-JC1538582-43066,DC-000000000001,TEC-CO-3587,2017-11-27,2017-12-20,350.93672,MX-2017-JC1538582-43066TEC-CO-3587DC-000000000001,2571MX-2017-JC1538582-43066TEC-CO-3587DC-000000000001
41434,AU-2017-MD78608-42974,DC-000000000001,OFF-BI-3247,2017-08-27,2017-08-29,12.57,AU-2017-MD78608-42974OFF-BI-3247DC-000000000001,41434AU-2017-MD78608-42974OFF-BI-3247DC-000000000001
39033,CA-2017-JK15640140-42920,DC-000000000001,TEC-PH-6097,2017-07-04,2017-07-14,7.992,CA-2017-JK15640140-42920TEC-PH-6097DC-000000000001,39033CA-2017-JK15640140-42920TEC-PH-6097DC-000000000001
60848,CA-2017-CY12745140-43040,CY-127451402,TEC-PH-3825,2017-11-01,2017-11-13,508.768,CA-2017-CY12745140-43040TEC-PH-3825CY-127451402,60848CA-2017-CY12745140-43040TEC-PH-3825CY-127451402
14237,IN-2017-DC1285092-42911,DC-1285092,FUR-BO-3906,2017-06-25,2017-07-21,248.22,IN-2017-DC1285092-42911FUR-BO-3906DC-1285092,14237IN-2017-DC1285092-42911FUR-BO-3906DC-1285092
55746,US-2017-HR1477098-43001,HR-1477098,OFF-FA-3055,2017-09-23,2017-10-21,14.256,US-2017-HR1477098-43001OFF-FA-3055HR-1477098,55746US-2017-HR1477098-43001OFF-FA-3055HR-1477098
54031,CA-2017-SV20365140-42973,SV-203651406,FUR-BO-3645,2017-08-26,2017-09-15,130.98,CA-2017-SV20365140-42973FUR-BO-3645SV-203651406,54031CA-2017-SV20365140-42973FUR-BO-3645SV-203651406
47670,US-2017-RS19420140-42932,RS-194201408,OFF-PA-6558,2017-07-16,2017-08-10,12.96,US-2017-RS19420140-42932OFF-PA-6558RS-194201408,47670US-2017-RS19420140-42932OFF-PA-6558RS-194201408
47967,CA-2017-CP12340140-42850,CP-123401408,OFF-ST-5980,2017-04-25,2017-05-15,113.568,CA-2017-CP12340140-42850OFF-ST-5980CP-123401408,47967CA-2017-CP12340140-42850OFF-ST-5980CP-123401408
62201,MX-2017-TT2146093-42842,TT-2146093,FUR-CH-4524,2017-04-17,2017-05-15,144.0,MX-2017-TT2146093-42842FUR-CH-4524TT-2146093,62201MX-2017-TT2146093-42842FUR-CH-4524TT-2146093
21449,MX-2017-TT2122036-42840,TT-2122036,FUR-CH-4629,2017-04-15,2017-04-16,126.4,MX-2017-TT2122036-42840FUR-CH-4629TT-2122036,21449MX-2017-TT2122036-42840FUR-CH-4629TT-2122036
36354,CA-2017-DR12880140-42913,DR-128801408,FUR-CH-4641,2017-06-27,2017-07-02,273.552,CA-2017-DR12880140-42913FUR-CH-4641DR-128801408,36354CA-2017-DR12880140-42913FUR-CH-4641DR-128801408
37326,TZ-2017-JD5895129-42827,JD-5895129,OFF-AR-6114,2017-04-02,2017-04-24,88.8,TZ-2017-JD5895129-42827OFF-AR-6114JD-5895129,37326TZ-2017-JD5895129-42827OFF-AR-6114JD-5895129
22628,IR-2017-AR57060-42910,AR-57060,OFF-ST-4028,2017-06-24,2017-06-26,10.26,IR-2017-AR57060-42910OFF-ST-4028AR-57060,22628IR-2017-AR57060-42910OFF-ST-4028AR-57060
59093,US-2017-FH1436598-42827,FH-1436598,OFF-AR-3488,2017-04-02,2017-04-19,28.908,US-2017-FH1436598-42827OFF-AR-3488FH-1436598,59093US-2017-FH1436598-42827OFF-AR-3488FH-1436598
11657,ID-2017-LT171107-42776,LT-171107,TEC-MA-5008,2017-02-10,2017-02-20,1128.384,ID-2017-LT171107-42776TEC-MA-5008LT-171107,11657ID-2017-LT171107-42776TEC-MA-5008LT-171107
63730,IN-2017-EB141107-42781,DC-000000000001,OFF-EN-4448,2017-02-15,2017-02-24,80.433,IN-2017-EB141107-42781OFF-EN-4448DC-000000000001,63730IN-2017-EB141107-42781OFF-EN-4448DC-000000000001
2770,US-2017-BE11335140-42934,BE-113351406,TEC-PH-3182,2017-07-18,2017-08-05,269.98,US-2017-BE11335140-42934TEC-PH-3182BE-113351406,2770US-2017-BE11335140-42934TEC-PH-3182BE-113351406
29546,ES-2017-KD1661548-42917,KD-1661548,OFF-BI-3733,2017-07-01,2017-07-29,4.8,ES-2017-KD1661548-42917OFF-BI-3733KD-1661548,29546ES-2017-KD1661548-42917OFF-BI-3733KD-1661548
58167,CA-2017-SR20425140-42843,SR-204251404,OFF-PA-6589,2017-04-18,2017-05-14,20.736,CA-2017-SR20425140-42843OFF-PA-6589SR-204251404,58167CA-2017-SR20425140-42843OFF-PA-6589SR-204251404
48410,ES-2017-DK13225120-42990,DK-13225120,OFF-SU-4996,2017-09-12,2017-10-02,81.66,ES-2017-DK13225120-42990OFF-SU-4996DK-13225120,48410ES-2017-DK13225120-42990OFF-SU-4996DK-13225120
24888,MX-2017-RD1993082-42913,RD-1993082,OFF-BI-4806,2017-06-27,2017-07-17,20.54,MX-2017-RD1993082-42913OFF-BI-4806RD-1993082,24888MX-2017-RD1993082-42913OFF-BI-4806RD-1993082
12138,IR-2017-MT781560-42924,MT-781560,TEC-CO-4775,2017-07-08,2017-08-03,298.14,IR-2017-MT781560-42924TEC-CO-4775MT-781560,12138IR-2017-MT781560-42924TEC-CO-4775MT-781560
50429,MX-2017-SK1999018-42983,SK-1999018,TEC-PH-3133,2017-09-05,2017-09-11,49.7,MX-2017-SK1999018-42983TEC-PH-3133SK-1999018,50429MX-2017-SK1999018-42983TEC-PH-3133SK-1999018
8402,MX-2017-PO1885082-43010,PO-1885082,OFF-SU-6165,2017-10-02,2017-10-18,60.0,MX-2017-PO1885082-43010OFF-SU-6165PO-1885082,8402MX-2017-PO1885082-43010OFF-SU-6165PO-1885082
5621,IN-2017-CC122207-43044,CC-122207,OFF-PA-4481,2017-11-05,2017-11-18,124.92,IN-2017-CC122207-43044OFF-PA-4481CC-122207,5621IN-2017-CC122207-43044OFF-PA-4481CC-122207
40146,CA-2017-EC14050140-42948,DC-000000000001,OFF-ST-4088,2017-08-01,2017-08-06,56.56,CA-2017-EC14050140-42948OFF-ST-4088DC-000000000001,40146CA-2017-EC14050140-42948OFF-ST-4088DC-000000000001
25784,ES-2017-PS1876048-42910,PS-1876048,TEC-PH-5269,2017-06-24,2017-07-09,3873.24,ES-2017-PS1876048-42910TEC-PH-5269PS-1876048,25784ES-2017-PS1876048-42910TEC-PH-5269PS-1876048
19255,ID-2017-MC18130144-42860,MC-18130144,OFF-LA-4555,2017-05-05,2017-05-25,38.0472,ID-2017-MC18130144-42860OFF-LA-4555MC-18130144,19255ID-2017-MC18130144-42860OFF-LA-4555MC-18130144
44785,US-2017-CR1262555-43035,CR-1262555,TEC-CO-5993,2017-10-27,2017-11-21,67.78928,US-2017-CR1262555-43035TEC-CO-5993CR-1262555,44785US-2017-CR1262555-43035TEC-CO-5993CR-1262555
56360,MX-2017-HH1501039-43039,HH-1501039,OFF-EN-3674,2017-10-31,2017-11-16,78.0,MX-2017-HH1501039-43039OFF-EN-3674HH-1501039,56360MX-2017-HH1501039-43039OFF-EN-3674HH-1501039
45309,IN-2017-MH1744027-43065,MH-1744027,OFF-BI-6378,2017-11-26,2017-12-01,24.96,IN-2017-MH1744027-43065OFF-BI-6378MH-1744027,45309IN-2017-MH1744027-43065OFF-BI-6378MH-1744027
42567,CA-2017-JL15835140-42820,JL-158351406,OFF-AR-5288,2017-03-26,2017-03-28,11.05,CA-2017-JL15835140-42820OFF-AR-5288JL-158351406,42567CA-2017-JL15835140-42820OFF-AR-5288JL-158351406
55595,ID-2017-KC166757-43098,KC-166757,FUR-CH-5396,2017-12-29,2018-01-02,354.861,ID-2017-KC166757-43098FUR-CH-5396KC-166757,55595ID-2017-KC166757-43098FUR-CH-5396KC-166757
30963,IN-2017-TC21475130-42862,TC-21475130,TEC-AC-5118,2017-05-07,2017-05-08,346.5882,IN-2017-TC21475130-42862TEC-AC-5118TC-21475130,30963IN-2017-TC21475130-42862TEC-AC-5118TC-21475130
24397,US-2017-RD19480140-42876,RD-194801404,OFF-AP-4247,2017-05-21,2017-05-31,64.9,US-2017-RD19480140-42876OFF-AP-4247RD-194801404,24397US-2017-RD19480140-42876OFF-AP-4247RD-194801404
24381,US-2017-BD1172555-43096,BD-1172555,FUR-BO-3887,2017-12-27,2018-01-22,228.48,US-2017-BD1172555-43096FUR-BO-3887BD-1172555,24381US-2017-BD1172555-43096FUR-BO-3887BD-1172555
2461,MX-2017-CS1240093-43099,DC-000000000001,OFF-AR-3492,2017-12-30,2018-01-06,167.58,MX-2017-CS1240093-43099OFF-AR-3492DC-000000000001,2461MX-2017-CS1240093-43099OFF-AR-3492DC-000000000001
55604,IT-2017-GA1451591-43078,GA-1451591,OFF-BI-4812,2017-12-09,2017-12-19,76.41,IT-2017-GA1451591-43078OFF-BI-4812GA-1451591,55604IT-2017-GA1451591-43078OFF-BI-4812GA-1451591
30463,ES-2017-MV1748545-42783,MV-1748545,OFF-AR-6115,2017-02-17,2017-02-21,44.94,ES-2017-MV1748545-42783OFF-AR-6115MV-1748545,30463ES-2017-MV1748545-42783OFF-AR-6115MV-1748545
34102,ES-2017-TB2105562-42997,TB-2105562,TEC-MA-5548,2017-09-19,2017-09-22,776.25,ES-2017-TB2105562-42997TEC-MA-5548TB-2105562,34102ES-2017-TB2105562-42997TEC-MA-5548TB-2105562
3432,MX-2017-MB1808531-43017,MB-1808531,OFF-SU-4135,2017-10-09,2017-10-30,404.04,MX-2017-MB1808531-43017OFF-SU-4135MB-1808531,3432MX-2017-MB1808531-43017OFF-SU-4135MB-1808531
3292,ES-2017-MB173058-42844,MB-173058,OFF-SU-2966,2017-04-19,2017-05-09,113.4,ES-2017-MB173058-42844OFF-SU-2966MB-173058,3292ES-2017-MB173058-42844OFF-SU-2966MB-173058
57760,MX-2017-AH1046528-43030,AH-1046528,OFF-FA-6197,2017-10-22,2017-11-08,31.92,MX-2017-AH1046528-43030OFF-FA-6197AH-1046528,57760MX-2017-AH1046528-43030OFF-FA-6197AH-1046528
51281,US-2017-BE1145555-42916,BE-1145555,OFF-SU-4120,2017-06-30,2017-07-03,10.92,US-2017-BE1145555-42916OFF-SU-4120BE-1145555,51281US-2017-BE1145555-42916OFF-SU-4120BE-1145555
42195,ID-2017-SH2063559-42968,SH-2063559,OFF-LA-5398,2017-08-21,2017-08-25,10.5894,ID-2017-SH2063559-42968OFF-LA-5398SH-2063559,42195ID-2017-SH2063559-42968OFF-LA-5398SH-2063559
9016,ES-2017-KF1628545-42885,KF-1628545,OFF-ST-6262,2017-05-30,2017-06-07,184.167,ES-2017-KF1628545-42885OFF-ST-6262KF-1628545,9016ES-2017-KF1628545-42885OFF-ST-6262KF-1628545
51269,IN-2017-NH1861059-43080,NH-1861059,OFF-ST-4259,2017-12-11,2018-01-02,455.9688,IN-2017-NH1861059-43080OFF-ST-4259NH-1861059,51269IN-2017-NH1861059-43080OFF-ST-4259NH-1861059
39341,IN-2017-RD199007-42826,RD-199007,FUR-CH-4630,2017-04-01,2017-04-16,104.436,IN-2017-RD199007-42826FUR-CH-4630RD-199007,39341IN-2017-RD199007-42826FUR-CH-4630RD-199007
14845,IN-2017-NL1831078-42955,NL-1831078,FUR-FU-6236,2017-08-08,2017-08-22,251.25,IN-2017-NL1831078-42955FUR-FU-6236NL-1831078,14845IN-2017-NL1831078-42955FUR-FU-6236NL-1831078
33891,AG-2017-RD96603-43073,RD-96603,OFF-AP-4749,2017-12-04,2017-12-21,163.56,AG-2017-RD96603-43073OFF-AP-4749RD-96603,33891AG-2017-RD96603-43073OFF-AP-4749RD-96603
25249,IN-2017-EB1417058-42969,EB-1417058,FUR-CH-5447,2017-08-22,2017-09-14,553.92,IN-2017-EB1417058-42969FUR-CH-5447EB-1417058,25249IN-2017-EB1417058-42969FUR-CH-5447EB-1417058
62099,CA-2017-SJ20215140-42964,SJ-202151408,OFF-BI-5665,2017-08-17,2017-09-03,13.428,CA-2017-SJ20215140-42964OFF-BI-5665SJ-202151408,62099CA-2017-SJ20215140-42964OFF-BI-5665SJ-202151408
35342,CA-2017-ND18370140-42814,ND-183701404,TEC-AC-5113,2017-03-20,2017-04-16,99.54,CA-2017-ND18370140-42814TEC-AC-5113ND-183701404,35342CA-2017-ND18370140-42814TEC-AC-5113ND-183701404
4317,CA-2017-CK12205140-42955,CK-122051402,OFF-ST-5782,2017-08-08,2017-08-20,118.16,CA-2017-CK12205140-42955OFF-ST-5782CK-122051402,4317CA-2017-CK12205140-42955OFF-ST-5782CK-122051402
37981,ES-2017-LS1724545-42763,LS-1724545,OFF-PA-5871,2017-01-28,2017-02-02,67.56,ES-2017-LS1724545-42763OFF-PA-5871LS-1724545,37981ES-2017-LS1724545-42763OFF-PA-5871LS-1724545
6646,IT-2017-GA1451591-43078,GA-1451591,FUR-FU-5740,2017-12-09,2018-01-06,140.784,IT-2017-GA1451591-43078FUR-FU-5740GA-1451591,6646IT-2017-GA1451591-43078FUR-FU-5740GA-1451591
10304,NI-2017-TG1131095-42940,TG-1131095,OFF-BI-2900,2017-07-24,2017-08-13,15.777,NI-2017-TG1131095-42940OFF-BI-2900TG-1131095,10304NI-2017-TG1131095-42940OFF-BI-2900TG-1131095
5144,MX-2017-CA1277582-42900,CA-1277582,FUR-CH-5456,2017-06-14,2017-06-29,185.536,MX-2017-CA1277582-42900FUR-CH-5456CA-1277582,5144MX-2017-CA1277582-42900FUR-CH-5456CA-1277582
20225,CA-2017-CS12250140-42759,CS-122501404,TEC-PH-4486,2017-01-24,2017-02-08,86.352,CA-2017-CS12250140-42759TEC-PH-4486CS-122501404,20225CA-2017-CS12250140-42759TEC-PH-4486CS-122501404
