Customer ID,Discount,Order Date,Order ID,Order Priority,Postal Code,Product ID,Profit,Quantity,Row ID (unique),Sales,Ship Date,Ship Mode,Shipping Cost,Order Line ID
FM-1429036,0.2,2014-12-07,US-2014-FM1429036-41980,Medium,-,OFF-EN-3662,24.88,5,1031,132.88,2014-12-14,Standard Class,16.249,US-2014-FM1429036-41980OFF-EN-3662FM-1429036
BS-18004,0 discount,2014-10-09,AO-2014-BS18004-41921,High,-,TEC-AC-5873,79.32,4,46339,440.88,2014-10-13,Standard Class,28.57,AO-2014-BS18004-41921TEC-AC-5873BS-18004
DC-000000000001,0 discount,2014-06-08,IN-2014-MW1823558-41798,High,-,OFF-AR-3468,4.32,3,27946,145.98,2014-06-13,Standard Class,17.66,IN-2014-MW1823558-41798OFF-AR-3468DC-000000000001
PA-9060134,0.6,2014-04-24,TU-2014-PA9060134-41753,Medium,-,FUR-CH-4633,-43.956,2,45838,46.224,2014-04-29,Second Class,3.07,TU-2014-PA9060134-41753FUR-CH-4633PA-9060134
PC-1900059,0.47,2014-08-30,ID-2014-PC1900059-41881,High,-,OFF-PA-6619,-9.0078,2,21881,27.9522,2014-09-03,Second Class,5.25,ID-2014-PC1900059-41881OFF-PA-6619PC-1900059
CM-1223527,0 discount,2014-12-05,IN-2014-CM1223527-41978,Medium,-,TEC-AC-5102,103.2,8,21472,245.76,2014-12-10,Standard Class,21.42,IN-2014-CM1223527-41978TEC-AC-5102CM-1223527
CM-1183048,0 discount,2014-09-01,ES-2014-CM1183048-41883,Critical,-,OFF-SU-4985,21.0,4,19116,95.64,2014-09-01,Same Day,27.65,ES-2014-CM1183048-41883OFF-SU-4985CM-1183048
DS-1318018,0 discount,2014-11-03,MX-2014-DS1318018-41946,Medium,-,OFF-FA-6202,9.6,4,3907,20.96,2014-11-07,Standard Class,2.299,MX-2014-DS1318018-41946OFF-FA-6202DS-1318018
HG-150251402,0.2,2014-10-13,CA-2014-HG15025140-41925,High,76106,TEC-CO-4584,624.9875,5,37053,1999.96,2014-10-17,Standard Class,252.11,CA-2014-HG15025140-41925TEC-CO-4584HG-150251402
SP-206501406,0 discount,2014-08-04,CA-2014-SP20650140-41855,Medium,10009,TEC-PH-5604,36.7173,1,37753,135.99,2014-08-10,Standard Class,18.8,CA-2014-SP20650140-41855TEC-PH-5604SP-206501406
HH-150107,0.4,2014-08-04,IN-2014-HH150107-41855,Medium,-,OFF-EN-3111,-6.264,2,22292,26.676,2014-08-10,Standard Class,2.21,IN-2014-HH150107-41855OFF-EN-3111HH-150107
LS-723094,0 discount,2014-11-18,NG-2014-LS723094-41961,Medium,-,FUR-BO-5786,19.59,1,42301,392.31,2014-11-23,Second Class,38.28,NG-2014-LS723094-41961FUR-BO-5786LS-723094
GH-14410101,0.4,2014-06-29,US-2014-GH14410101-41819,Medium,-,OFF-BI-4810,-6.552,2,5888,11.208,2014-07-01,Second Class,1.478,US-2014-GH14410101-41819OFF-BI-4810GH-14410101
DR-1288027,0 discount,2014-08-21,IN-2014-DR1288027-41872,Medium,-,TEC-MA-5567,40.77,3,25875,254.88,2014-08-28,Standard Class,24.31,IN-2014-DR1288027-41872TEC-MA-5567DR-1288027
DV-130457,0.1,2014-08-16,IN-2014-DV130457-41867,Medium,-,OFF-BI-2902,26.235,3,20340,138.915,2014-08-22,Standard Class,9.58,IN-2014-DV130457-41867OFF-BI-2902DV-130457
DC-000000000001,0.17,2014-11-24,ID-2014-VG2180559-41967,High,-,OFF-ST-5712,102.0075,7,23333,352.9575,2014-11-28,Standard Class,46.59,ID-2014-VG2180559-41967OFF-ST-5712DC-000000000001
MC-178451408,0 discount,2014-07-04,CA-2014-MC17845140-41824,High,39212,TEC-AC-5279,163.1898,3,31982,479.97,2014-07-07,First Class,94.49,CA-2014-MC17845140-41824TEC-AC-5279MC-178451408
SV-2078559,0.47,2014-04-12,IN-2014-SV2078559-41741,Medium,-,OFF-EN-5023,-5.5968,1,23352,8.7132,2014-04-16,Standard Class,1.27,IN-2014-SV2078559-41741OFF-EN-5023SV-2078559
RC-19960139,0 discount,2014-10-06,ES-2014-RC19960139-41918,High,-,OFF-AR-6115,0.0,1,12442,22.47,2014-10-07,First Class,5.93,ES-2014-RC19960139-41918OFF-AR-6115RC-19960139
MY-182951406,0.3,2014-11-23,CA-2014-MY18295140-41966,High,43229,FUR-CH-4408,-34.9176,3,35131,611.058,2014-11-23,Same Day,97.76,CA-2014-MY18295140-41966FUR-CH-4408MY-182951406
LA-1678018,0 discount,2014-06-03,MX-2014-LA1678018-41793,Critical,-,OFF-FA-3071,2.82,3,9186,21.96,2014-06-03,Same Day,6.765,MX-2014-LA1678018-41793OFF-FA-3071LA-1678018
MS-175301404,0 discount,2014-11-03,CA-2014-MS17530140-41946,High,92037,FUR-FU-4226,13.4292,2,34039,35.34,2014-11-07,Standard Class,5.83,CA-2014-MS17530140-41946FUR-FU-4226MS-175301404
SJ-20500113,0 discount,2014-08-17,IN-2014-SJ20500113-41868,Medium,-,FUR-BO-3907,266.25,5,29963,605.25,2014-08-21,Standard Class,56.38,IN-2014-SJ20500113-41868FUR-BO-3907SJ-20500113
MG-17890139,0 discount,2014-12-14,ES-2014-MG17890139-41987,High,-,OFF-BI-3713,97.44,7,18479,212.1,2014-12-19,Second Class,20.52,ES-2014-MG17890139-41987OFF-BI-3713MG-17890139
KN-167051406,0 discount,2014-11-10,US-2014-KN16705140-41953,Low,10801,OFF-PA-6420,21.7845,5,41253,46.35,2014-11-16,Standard Class,3.98,US-2014-KN16705140-41953OFF-PA-6420KN-167051406
AY-105551404,0 discount,2014-04-05,CA-2014-AY10555140-41734,Medium,90049,OFF-PA-6574,9.3312,3,37314,19.44,2014-04-11,Standard Class,2.11,CA-2014-AY10555140-41734OFF-PA-6574AY-105551404
AH-100301404,0 discount,2014-05-12,CA-2014-AH10030140-41771,Medium,90004,OFF-PA-4014,3.84,2,36652,8.0,2014-05-18,Standard Class,1.15,CA-2014-AH10030140-41771OFF-PA-4014AH-100301404
LO-1717048,0.1,2014-02-28,ES-2014-LO1717048-41698,Medium,-,TEC-AC-3387,-5.058,2,11106,151.362,2014-03-04,Standard Class,14.22,ES-2014-LO1717048-41698TEC-AC-3387LO-1717048
TB-212501404,0.2,2014-12-07,CA-2014-TB21250140-41980,Medium,97301,TEC-AC-5898,-18.186,10,34965,103.92,2014-12-12,Standard Class,5.99,CA-2014-TB21250140-41980TEC-AC-5898TB-212501404
EP-1391548,0 discount,2014-07-30,ES-2014-EP1391548-41850,Critical,-,FUR-FU-3935,15.3,2,11159,85.14,2014-08-02,Second Class,31.71,ES-2014-EP1391548-41850FUR-FU-3935EP-1391548
CA-1231082,0 discount,2014-09-13,MX-2014-CA1231082-41895,Low,-,OFF-ST-4295,15.96,7,312,267.96,2014-09-19,Standard Class,22.523,MX-2014-CA1231082-41895OFF-ST-4295CA-1231082
DC-000000000001,0 discount,2014-10-18,IN-2014-GM1444058-41930,High,-,TEC-CO-5993,33.96,2,29571,340.08,2014-10-20,Second Class,20.49,IN-2014-GM1444058-41930TEC-CO-5993DC-000000000001
TC-215357,0.1,2014-09-18,IN-2014-TC215357-41900,Medium,-,OFF-PA-3998,6.918,1,24084,22.248,2014-09-21,First Class,3.28,IN-2014-TC215357-41900OFF-PA-3998TC-215357
CM-1211545,0.15,2014-02-10,ES-2014-CM1211545-41680,High,-,TEC-MA-5578,26.55,2,19554,205.53,2014-02-14,Standard Class,24.0,ES-2014-CM1211545-41680TEC-MA-5578CM-1211545
AB-1016551,0 discount,2014-06-15,MX-2014-AB1016551-41805,Medium,-,TEC-PH-3142,30.0,3,2533,130.56,2014-06-18,Second Class,11.098,MX-2014-AB1016551-41805TEC-PH-3142AB-1016551
BD-1172536,0.2,2014-12-25,MX-2014-BD1172536-41998,High,-,OFF-LA-5405,3.048,3,5286,17.568,2014-12-29,Standard Class,1.434,MX-2014-BD1172536-41998OFF-LA-5405BD-1172536
AR-1051082,0 discount,2014-12-05,MX-2014-AR1051082-41978,Medium,-,OFF-BI-3714,5.76,1,2305,19.2,2014-12-11,Standard Class,1.801,MX-2014-AR1051082-41978OFF-BI-3714AR-1051082
VB-2174545,0 discount,2014-11-29,ES-2014-VB2174545-41972,High,-,OFF-BI-3251,6.15,5,17079,61.8,2014-11-30,First Class,7.47,ES-2014-VB2174545-41972OFF-BI-3251VB-2174545
DC-000000000001,0 discount,2014-06-21,IN-2014-SC2023058-41811,Medium,-,TEC-PH-5267,51.42,2,29688,1285.56,2014-06-25,Standard Class,91.09,IN-2014-SC2023058-41811TEC-PH-5267DC-000000000001
DF-313568,0.7,2014-06-17,KZ-2014-DF313568-41807,High,-,OFF-SU-4136,-27.099,1,45625,12.501,2014-06-19,First Class,2.02,KZ-2014-DF313568-41807OFF-SU-4136DF-313568
GD-14590130,0.47,2014-02-02,ID-2014-GD14590130-41672,Medium,-,OFF-LA-3260,-26.3376,6,20565,43.5024,2014-02-04,Second Class,1.78,ID-2014-GD14590130-41672OFF-LA-3260GD-14590130
AJ-107957,0.1,2014-10-21,IN-2014-AJ107957-41933,High,-,OFF-AR-5926,9.336,4,26435,44.496,2014-10-22,First Class,6.5,IN-2014-AJ107957-41933OFF-AR-5926AJ-107957
JD-158951404,0 discount,2014-07-19,CA-2014-JD15895140-41839,High,92503,TEC-AC-5181,15.0984,2,39426,41.94,2014-07-22,First Class,4.64,CA-2014-JD15895140-41839TEC-AC-5181JD-158951404
BH-171038,0 discount,2014-12-29,EG-2014-BH171038-42002,Medium,-,OFF-AP-4748,30.36,1,49255,84.39,2015-01-03,Standard Class,6.47,EG-2014-BH171038-42002OFF-AP-4748BH-171038
DC-000000000001,0 discount,2014-08-10,RO-2014-PB9210107-41861,Medium,-,OFF-AR-3545,16.05,1,47100,32.13,2014-08-14,Standard Class,2.94,RO-2014-PB9210107-41861OFF-AR-3545DC-000000000001
AH-1046539,0 discount,2014-10-03,MX-2014-AH1046539-41915,Medium,-,OFF-SU-4996,20.12,2,8462,54.44,2014-10-08,Standard Class,4.194,MX-2014-AH1046539-41915OFF-SU-4996AH-1046539
DJ-13420120,0 discount,2014-12-25,ES-2014-DJ13420120-41998,High,-,FUR-BO-3648,61.44,2,14038,245.94,2014-12-27,First Class,29.88,ES-2014-DJ13420120-41998FUR-BO-3648DJ-13420120
JK-157301402,0.3,2014-11-17,CA-2014-JK15730140-41960,Medium,60016,FUR-BO-4621,-30.294,6,38597,424.116,2014-11-20,First Class,54.52,CA-2014-JK15730140-41960FUR-BO-4621JK-157301402
AR-1040548,0.1,2014-06-07,ES-2014-AR1040548-41797,Medium,-,TEC-AC-4173,-12.537,3,10460,112.833,2014-06-11,Standard Class,7.89,ES-2014-AR1040548-41797TEC-AC-4173AR-1040548
RB-193301406,0.3,2014-11-16,CA-2014-RB19330140-41959,Medium,19143,FUR-CH-4653,-93.99,5,34899,657.93,2014-11-23,Standard Class,43.04,CA-2014-RB19330140-41959FUR-CH-4653RB-193301406
RC-1982582,0 discount,2014-05-26,MX-2014-RC1982582-41785,Medium,-,OFF-EN-3663,24.0,2,4801,63.24,2014-06-01,Standard Class,3.694,MX-2014-RC1982582-41785OFF-EN-3663RC-1982582
CA-2265108,0 discount,2014-09-18,RS-2014-CA2265108-41900,Critical,-,OFF-AP-3572,108.87,1,48914,302.46,2014-09-21,First Class,71.67,RS-2014-CA2265108-41900OFF-AP-3572CA-2265108
JE-1616582,0.2,2014-12-15,US-2014-JE1616582-41988,Low,-,FUR-BO-5747,-22.704,2,1870,181.536,2014-12-22,Standard Class,18.165,US-2014-JE1616582-41988FUR-BO-5747JE-1616582
AH-1069058,0 discount,2014-09-25,IN-2014-AH1069058-41907,Medium,-,OFF-BI-3723,10.62,3,27163,42.57,2014-09-29,Standard Class,2.77,IN-2014-AH1069058-41907OFF-BI-3723AH-1069058
MW-182357,0.1,2014-05-23,IN-2014-MW182357-41782,High,-,TEC-AC-4180,1.086,1,26867,49.626,2014-05-27,Standard Class,7.61,IN-2014-MW182357-41782TEC-AC-4180MW-182357
SB-2017027,0 discount,2014-09-01,IN-2014-SB2017027-41883,Critical,-,OFF-BI-3714,12.96,3,22540,86.4,2014-09-02,First Class,16.46,IN-2014-SB2017027-41883OFF-BI-3714SB-2017027
SC-20440120,0 discount,2014-06-27,ES-2014-SC20440120-41817,Medium,-,FUR-BO-3628,34.56,2,12779,246.9,2014-07-02,Standard Class,10.93,ES-2014-SC20440120-41817FUR-BO-3628SC-20440120
EM-38252,0 discount,2014-10-31,AL-2014-EM38252-41943,Medium,-,OFF-AR-3481,4.92,2,44459,33.18,2014-11-04,Standard Class,1.96,AL-2014-EM38252-41943OFF-AR-3481EM-38252
NP-183251404,0.2,2014-07-21,CA-2014-NP18325140-41841,High,94122,FUR-CH-4397,71.772,3,38464,717.72,2014-07-23,Second Class,94.34,CA-2014-NP18325140-41841FUR-CH-4397NP-183251404
MH-174401408,0 discount,2014-03-16,US-2014-MH17440140-41714,Medium,39212,OFF-PA-4014,7.68,4,38727,16.0,2014-03-20,Standard Class,1.83,US-2014-MH17440140-41714OFF-PA-4014MH-174401408
AJ-78063,0 discount,2014-08-22,IS-2014-AJ78063-41873,High,-,TEC-AC-5202,2.85,1,50772,71.55,2014-08-26,Standard Class,6.81,IS-2014-AJ78063-41873TEC-AC-5202AJ-78063
CJ-1201082,0 discount,2014-06-16,MX-2014-CJ1201082-41806,High,-,OFF-EN-3090,3.96,3,7641,36.36,2014-06-21,Standard Class,3.206,MX-2014-CJ1201082-41806OFF-EN-3090CJ-1201082
CK-123255,0.7,2014-06-21,US-2014-CK123255-41811,Medium,-,FUR-TA-3336,-267.306,3,437,182.214,2014-06-27,Standard Class,18.539,US-2014-CK123255-41811FUR-TA-3336CK-123255
DL-129251406,0 discount,2014-10-31,US-2014-DL12925140-41943,Medium,11561,OFF-AP-4933,154.8426,3,38855,533.94,2014-11-04,Standard Class,29.73,US-2014-DL12925140-41943OFF-AP-4933DL-129251406
MG-1769548,0.1,2014-07-25,ES-2014-MG1769548-41845,High,-,OFF-ST-4028,4.842,3,11119,27.702,2014-07-29,Standard Class,4.26,ES-2014-MG1769548-41845OFF-ST-4028MG-1769548
RP-1927065,0 discount,2014-12-08,MX-2014-RP1927065-41981,Medium,-,OFF-BI-3735,0.2,2,8128,7.12,2014-12-12,Standard Class,1.699,MX-2014-RP1927065-41981OFF-BI-3735RP-1927065
HG-1502518,0 discount,2014-06-08,MX-2014-HG1502518-41798,Medium,-,OFF-AR-3553,14.32,4,9551,130.32,2014-06-13,Standard Class,5.852,MX-2014-HG1502518-41798OFF-AR-3553HG-1502518
BK-1126048,0 discount,2014-04-10,ES-2014-BK1126048-41739,High,-,TEC-PH-3801,9.18,2,12205,306.24,2014-04-12,Second Class,45.99,ES-2014-BK1126048-41739TEC-PH-3801BK-1126048
DA-1345031,0.002,2014-10-17,MX-2014-DA1345031-41929,Critical,-,TEC-CO-3710,195.34536,3,6773,755.80536,2014-10-20,Second Class,232.424,MX-2014-DA1345031-41929TEC-CO-3710DA-1345031
PB-19105139,0 discount,2014-09-19,ES-2014-PB19105139-41901,High,-,OFF-ST-6248,24.12,2,14992,268.32,2014-09-23,Standard Class,34.96,ES-2014-PB19105139-41901OFF-ST-6248PB-19105139
MK-1790545,0.15,2014-06-06,ES-2014-MK1790545-41796,Medium,-,TEC-PH-3141,60.138,4,16307,222.258,2014-06-08,Second Class,24.13,ES-2014-MK1790545-41796TEC-PH-3141MK-1790545
BS-11380143,0.4,2014-10-24,MX-2014-BS11380143-41936,Medium,-,TEC-AC-5135,32.66,5,3464,490.26,2014-10-28,Second Class,44.38,MX-2014-BS11380143-41936TEC-AC-5135BS-11380143
DM-130151406,0 discount,2014-09-13,CA-2014-DM13015140-41895,High,10009,OFF-FA-6129,31.4916,7,36422,68.46,2014-09-13,Same Day,7.81,CA-2014-DM13015140-41895OFF-FA-6129DM-130151406
JE-1571582,0 discount,2014-06-29,MX-2014-JE1571582-41819,Critical,-,OFF-LA-4540,5.52,2,7158,14.6,2014-07-02,First Class,6.268,MX-2014-JE1571582-41819OFF-LA-4540JE-1571582
AA-10315102,0.45,2014-07-03,ID-2014-AA10315102-41823,High,-,TEC-AC-5889,-8.532,1,27386,29.238,2014-07-06,First Class,6.66,ID-2014-AA10315102-41823TEC-AC-5889AA-10315102
DB-1355582,0 discount,2014-09-08,MX-2014-DB1355582-41890,Medium,-,OFF-AP-4496,3.8,2,6151,54.4,2014-09-10,Second Class,4.064,MX-2014-DB1355582-41890OFF-AP-4496DB-1355582
DJ-88887148,0.4,2014-11-18,ES-2014-DJ88887148-41961,Critical,-,TEC-PH-5248,-133.728,7,18210,728.532,2014-11-20,Second Class,257.16,ES-2014-DJ88887148-41961TEC-PH-5248DJ-88887148
EM-1414059,0.47,2014-10-19,IN-2014-EM1414059-41931,Medium,-,OFF-PA-4471,-36.4752,6,28340,58.3848,2014-10-23,Standard Class,4.56,IN-2014-EM1414059-41931OFF-PA-4471EM-1414059
SC-200201402,0.2,2014-06-19,CA-2014-SC20020140-41809,High,75023,OFF-PA-6559,5.4432,3,34805,15.552,2014-06-23,Standard Class,1.65,CA-2014-SC20020140-41809OFF-PA-6559SC-200201402
JK-1564093,0 discount,2014-09-26,MX-2014-JK1564093-41908,High,-,FUR-CH-5751,12.18,3,1133,94.02,2014-09-30,Standard Class,12.644,MX-2014-JK1564093-41908FUR-CH-5751JK-1564093
ME-1732048,0.1,2014-11-09,IT-2014-ME1732048-41952,Low,-,OFF-ST-6248,-6.78,5,15492,603.72,2014-11-16,Standard Class,66.84,IT-2014-ME1732048-41952OFF-ST-6248ME-1732048
TZ-1144577,0 discount,2014-05-08,MA-2014-TZ1144577-41767,Medium,-,TEC-PH-5350,41.79,1,49078,139.35,2014-05-14,Standard Class,12.34,MA-2014-TZ1144577-41767TEC-PH-5350TZ-1144577
CC-1261018,0 discount,2014-11-25,MX-2014-CC1261018-41968,Medium,-,OFF-AP-4745,532.56,3,6832,1133.22,2014-11-30,Standard Class,76.936,MX-2014-CC1261018-41968OFF-AP-4745CC-1261018
JS-1594064,0 discount,2014-01-24,ES-2014-JS1594064-41663,High,-,OFF-AR-3539,4.14,1,15822,27.63,2014-01-26,Second Class,3.33,ES-2014-JS1594064-41663OFF-AR-3539JS-1594064
CK-122057,0 discount,2014-03-15,IN-2014-CK122057-41713,Medium,-,OFF-PA-3993,50.76,6,30643,158.76,2014-03-21,Standard Class,15.98,IN-2014-CK122057-41713OFF-PA-3993CK-122057
PS-18760120,0.1,2014-08-20,ES-2014-PS18760120-41871,Critical,-,OFF-ST-4060,8.274,7,14177,106.974,2014-08-20,Same Day,24.47,ES-2014-PS18760120-41871OFF-ST-4060PS-18760120
AM-1070548,0 discount,2014-10-11,IT-2014-AM1070548-41923,High,-,OFF-AR-3552,104.4,5,19332,243.0,2014-10-15,Standard Class,32.4,IT-2014-AM1070548-41923OFF-AR-3552AM-1070548
CC-1237092,0 discount,2014-02-04,IN-2014-CC1237092-41674,Medium,-,OFF-AP-3563,70.5,10,30630,883.8,2014-02-07,First Class,42.0,IN-2014-CC1237092-41674OFF-AP-3563CC-1237092
LC-1693092,0.4,2014-08-30,ID-2014-LC1693092-41881,Medium,-,FUR-CH-5448,-81.768,2,30592,169.092,2014-09-03,Standard Class,5.63,ID-2014-LC1693092-41881FUR-CH-5448LC-1693092
