Customer ID,Discount,Order Date,Order ID,Order Priority,Postal Code,Product ID,Profit,Quantity,Row ID (unique),Sales,Ship Date,Ship Mode,Shipping Cost,Order Line ID
DC-000000000001,0 discount,2015-11-14,EG-2015-DB321038-42322,Medium,-,OFF-FA-6186,1.5,1,44982,18.84,2015-11-20,Standard Class,1.22,EG-2015-DB321038-42322OFF-FA-6186DC-000000000001
CD-1192045,0.15,2015-12-01,ES-2015-CD1192045-42339,High,-,TEC-CO-6011,-42.534,3,11573,903.006,2015-12-05,Standard Class,182.15,ES-2015-CD1192045-42339TEC-CO-6011CD-1192045
CS-124901406,0.4,2015-01-11,CA-2015-CS12490140-42015,High,43615,TEC-PH-4382,-43.1178,2,41094,235.188,2015-01-16,Standard Class,38.61,CA-2015-CS12490140-42015TEC-PH-4382CS-124901406
MC-17605139,0 discount,2015-06-26,ES-2015-MC17605139-42181,Medium,-,FUR-TA-5050,172.8,2,15434,508.38,2015-06-26,Same Day,1.98,ES-2015-MC17605139-42181FUR-TA-5050MC-17605139
JJ-157601408,0 discount,2015-10-05,CA-2015-JJ15760140-42282,Medium,22153,OFF-AR-5302,12.936,4,32224,46.2,2015-10-09,Standard Class,4.65,CA-2015-JJ15760140-42282OFF-AR-5302JJ-157601408
SK-1999027,0 discount,2015-11-13,IN-2015-SK1999027-42321,Medium,-,OFF-FA-5465,6.36,4,25029,79.56,2015-11-18,Standard Class,4.55,IN-2015-SK1999027-42321OFF-FA-5465SK-1999027
BD-11620102,0.45,2015-11-13,ID-2015-BD11620102-42321,High,-,OFF-ST-4029,-2.265,5,29129,29.535,2015-11-17,Standard Class,4.15,ID-2015-BD11620102-42321OFF-ST-4029BD-11620102
CS-123551404,0.2,2015-06-23,CA-2015-CS12355140-42178,Medium,90805,TEC-PH-5604,19.0386,2,38000,217.584,2015-06-28,Standard Class,13.75,CA-2015-CS12355140-42178TEC-PH-5604CS-123551404
CR-1273011,0 discount,2015-05-18,IN-2015-CR1273011-42142,Medium,-,OFF-FA-5471,50.19,7,28323,100.38,2015-05-23,Standard Class,8.32,IN-2015-CR1273011-42142OFF-FA-5471CR-1273011
MW-18235144,0.57,2015-04-17,ID-2015-MW18235144-42111,Medium,-,FUR-TA-3338,-550.3596,4,21525,514.4004,2015-04-22,Second Class,34.14,ID-2015-MW18235144-42111FUR-TA-3338MW-18235144
KW-16435124,0.5,2015-11-20,IT-2015-KW16435124-42328,Medium,-,TEC-PH-5830,-41.985,3,15355,99.765,2015-11-24,Standard Class,7.82,IT-2015-KW16435124-42328TEC-PH-5830KW-16435124
DC-000000000001,0.002,2015-02-07,MX-2015-SB2018593-42042,High,-,TEC-CO-3598,62.38584,3,4375,635.80584,2015-02-09,Second Class,111.479,MX-2015-SB2018593-42042TEC-CO-3598DC-000000000001
HM-149801404,0.2,2015-10-02,CA-2015-HM14980140-42279,High,90008,OFF-BI-5643,4.1328,3,38249,11.808,2015-10-03,First Class,1.7,CA-2015-HM14980140-42279OFF-BI-5643HM-149801404
PF-1922511,0 discount,2015-11-09,IN-2015-PF1922511-42317,Medium,-,OFF-PA-4161,36.12,7,23608,109.62,2015-11-11,Second Class,10.91,IN-2015-PF1922511-42317OFF-PA-4161PF-1922511
LM-70653,0 discount,2015-03-19,AG-2015-LM70653-42082,Medium,-,FUR-TA-3353,121.5,1,49856,319.77,2015-03-21,First Class,9.19,AG-2015-LM70653-42082FUR-TA-3353LM-70653
YC-21895139,0 discount,2015-12-04,ES-2015-YC21895139-42342,Medium,-,OFF-AR-3532,12.6,3,17481,57.42,2015-12-09,Second Class,3.57,ES-2015-YC21895139-42342OFF-AR-3532YC-21895139
CM-1183028,0 discount,2015-06-25,MX-2015-CM1183028-42180,Medium,-,OFF-ST-4294,24.3,3,4613,115.74,2015-07-01,Standard Class,5.736,MX-2015-CM1183028-42180OFF-ST-4294CM-1183028
SZ-2003559,0.47,2015-09-07,IN-2015-SZ2003559-42254,Medium,-,OFF-EN-3666,-45.4656,8,27599,171.9744,2015-09-13,Standard Class,13.28,IN-2015-SZ2003559-42254OFF-EN-3666SZ-2003559
AB-102551406,0 discount,2015-05-08,CA-2015-AB10255140-42132,Critical,10009,OFF-PA-6464,18.2112,2,36824,37.94,2015-05-10,First Class,4.5,CA-2015-AB10255140-42132OFF-PA-6464AB-102551406
LT-1676545,0 discount,2015-05-21,ES-2015-LT1676545-42145,Medium,-,FUR-FU-3033,156.69,3,12735,333.54,2015-05-26,Standard Class,25.49,ES-2015-LT1676545-42145FUR-FU-3033LT-1676545
PG-889561,0 discount,2015-03-02,IZ-2015-PG889561-42065,Medium,-,OFF-BI-4828,1.59,1,47958,8.91,2015-03-07,Standard Class,1.33,IZ-2015-PG889561-42065OFF-BI-4828PG-889561
TD-209951402,0.2,2015-08-23,CA-2015-TD20995140-42239,High,60440,OFF-FA-6129,2.256,8,34392,12.032,2015-08-23,Same Day,2.6,CA-2015-TD20995140-42239OFF-FA-6129TD-209951402
SC-2023097,0.5,2015-10-18,ID-2015-SC2023097-42295,Medium,-,OFF-SU-2967,-106.26,14,28386,241.5,2015-10-23,Standard Class,11.45,ID-2015-SC2023097-42295OFF-SU-2967SC-2023097
DC-000000000001,0.7,2015-11-13,US-2015-LC16870140-42321,Medium,80013,OFF-BI-3325,-25.8174,3,31402,36.882,2015-11-17,Standard Class,1.98,US-2015-LC16870140-42321OFF-BI-3325DC-000000000001
CB-12535139,0 discount,2015-07-01,ES-2015-CB12535139-42186,Medium,-,FUR-BO-4847,320.4,5,10955,712.2,2015-07-06,Standard Class,17.56,ES-2015-CB12535139-42186FUR-BO-4847CB-12535139
PO-19195120,0.1,2015-08-06,IT-2015-PO19195120-42222,Critical,-,TEC-PH-3146,-11.16,8,15570,983.88,2015-08-07,First Class,369.17,IT-2015-PO19195120-42222TEC-PH-3146PO-19195120
SV-203651406,0.4,2015-01-26,CA-2015-SV20365140-42030,High,44105,TEC-PH-5364,-36.253,1,33835,155.37,2015-01-28,Second Class,11.74,CA-2015-SV20365140-42030TEC-PH-5364SV-203651406
CP-23403,0 discount,2015-05-28,AG-2015-CP23403-42152,Medium,-,OFF-PA-6600,93.96,12,46215,589.32,2015-05-30,Second Class,59.19,AG-2015-CP23403-42152OFF-PA-6600CP-23403
TT-212201402,0.8,2015-04-06,CA-2015-TT21220140-42100,High,77041,OFF-BI-4297,-16.884,6,33824,9.648,2015-04-10,Standard Class,1.06,CA-2015-TT21220140-42100OFF-BI-4297TT-212201402
SE-2011045,0 discount,2015-08-21,ES-2015-SE2011045-42237,Medium,-,OFF-PA-6621,4.5,2,16672,34.8,2015-08-24,First Class,2.29,ES-2015-SE2011045-42237OFF-PA-6621SE-2011045
DC-000000000001,0 discount,2015-01-18,IN-2015-JB1592527-42022,Medium,-,OFF-EN-3665,132.84,9,28244,332.64,2015-01-24,Standard Class,22.18,IN-2015-JB1592527-42022OFF-EN-3665DC-000000000001
BP-1109545,0.15,2015-06-27,ES-2015-BP1109545-42182,Medium,-,TEC-MA-5011,44.958,2,14621,141.678,2015-07-03,Standard Class,9.3,ES-2015-BP1109545-42182TEC-MA-5011BP-1109545
VM-2168558,0 discount,2015-01-24,IN-2015-VM2168558-42028,Medium,-,OFF-ST-6274,21.24,3,22190,164.07,2015-01-30,Standard Class,12.29,IN-2015-VM2168558-42028OFF-ST-6274VM-2168558
PN-1877527,0 discount,2015-09-10,IN-2015-PN1877527-42257,High,-,OFF-PA-3991,30.96,3,28030,83.88,2015-09-12,Second Class,10.95,IN-2015-PN1877527-42257OFF-PA-3991PN-1877527
BB-1154582,0.4,2015-10-14,US-2015-BB1154582-42291,Medium,-,FUR-FU-3034,-51.92,2,9029,86.52,2015-10-18,Standard Class,5.109,US-2015-BB1154582-42291FUR-FU-3034BB-1154582
MC-17605139,0 discount,2015-06-26,ES-2015-MC17605139-42181,Medium,-,TEC-CO-4590,152.64,2,15435,763.26,2015-06-26,Same Day,85.94,ES-2015-MC17605139-42181TEC-CO-4590MC-17605139
SV-209355,0.402,2015-11-23,US-2015-SV209355-42331,Medium,-,TEC-CO-3602,-45.5928,2,8279,117.4472,2015-11-27,Standard Class,5.393,US-2015-SV209355-42331TEC-CO-3602SV-209355
BP-1095137,0 discount,2015-08-13,UP-2015-BP1095137-42229,High,-,FUR-FU-5731,50.76,6,43110,113.04,2015-08-17,Standard Class,15.49,UP-2015-BP1095137-42229FUR-FU-5731BP-1095137
AG-106757,0.1,2015-11-22,ID-2015-AG106757-42330,Medium,-,OFF-ST-4260,211.26,5,23776,613.71,2015-11-29,Standard Class,62.88,ID-2015-AG106757-42330OFF-ST-4260AG-106757
TB-1125038,0 discount,2015-05-18,EG-2015-TB1125038-42142,High,-,FUR-BO-5760,210.03,1,46848,437.61,2015-05-22,Standard Class,54.21,EG-2015-TB1125038-42142FUR-BO-5760TB-1125038
EJ-1372018,0 discount,2015-01-25,MX-2015-EJ1372018-42029,High,-,OFF-BI-4816,1.36,4,8984,141.12,2015-01-29,Standard Class,19.258,MX-2015-EJ1372018-42029OFF-BI-4816EJ-1372018
SW-2075548,0 discount,2015-06-29,ES-2015-SW2075548-42184,High,-,OFF-FA-6190,19.53,3,16259,40.86,2015-07-01,First Class,6.77,ES-2015-SW2075548-42184OFF-FA-6190SW-2075548
BT-130549,0 discount,2015-08-20,GH-2015-BT130549-42236,High,-,OFF-ST-6251,29.16,6,48556,139.5,2015-08-22,Second Class,21.03,GH-2015-BT130549-42236OFF-ST-6251BT-130549
RA-19285120,0.1,2015-12-24,ES-2015-RA19285120-42362,Medium,-,OFF-ST-4295,114.84,5,15876,258.39,2015-12-28,Standard Class,15.79,ES-2015-RA19285120-42362OFF-ST-4295RA-19285120
DC-000000000001,0 discount,2015-09-27,IN-2015-MD1786058-42274,Medium,-,TEC-PH-3148,350.55,5,20346,3187.5,2015-10-03,Standard Class,114.05,IN-2015-MD1786058-42274TEC-PH-3148DC-000000000001
KL-655538,0 discount,2015-11-28,EG-2015-KL655538-42336,High,-,OFF-AR-3539,4.14,1,42096,27.63,2015-11-30,First Class,4.79,EG-2015-KL655538-42336OFF-AR-3539KL-655538
SC-2030593,0 discount,2015-10-24,MX-2015-SC2030593-42301,Medium,-,OFF-PA-6618,8.32,1,362,18.52,2015-10-28,Standard Class,1.117,MX-2015-SC2030593-42301OFF-PA-6618SC-2030593
RK-1930018,0.6,2015-11-05,US-2015-RK1930018-42313,Low,-,FUR-TA-4707,-48.456,2,10060,176.144,2015-11-11,Standard Class,16.194,US-2015-RK1930018-42313FUR-TA-4707RK-1930018
AP-915122,0 discount,2015-11-20,SU-2015-AP915122-42328,Medium,-,OFF-ST-6048,89.28,1,46263,198.45,2015-11-23,Second Class,9.08,SU-2015-AP915122-42328OFF-ST-6048AP-915122
DC-000000000001,0 discount,2015-12-20,ES-2015-SS2014064-42358,Medium,-,TEC-CO-6009,117.9,1,19448,357.36,2015-12-24,Standard Class,16.88,ES-2015-SS2014064-42358TEC-CO-6009DC-000000000001
JF-154901404,0.7,2015-10-05,CA-2015-JF15490140-42282,High,97206,FUR-BO-3632,-103.8606,1,37522,66.294,2015-10-09,Standard Class,9.46,CA-2015-JF15490140-42282FUR-BO-3632JF-154901404
CR-12730139,0 discount,2015-11-28,ES-2015-CR12730139-42336,Medium,-,OFF-ST-4266,107.76,2,15477,414.66,2015-12-03,Standard Class,38.12,ES-2015-CR12730139-42336OFF-ST-4266CR-12730139
RD-19810139,0 discount,2015-07-02,ES-2015-RD19810139-42187,Medium,-,OFF-AP-4953,35.91,3,13357,211.41,2015-07-06,Standard Class,11.16,ES-2015-RD19810139-42187OFF-AP-4953RD-19810139
TB-1105561,0 discount,2015-06-16,IZ-2015-TB1105561-42171,High,-,OFF-AP-3576,140.4,1,49596,520.08,2015-06-20,Standard Class,67.87,IZ-2015-TB1105561-42171OFF-AP-3576TB-1105561
BC-11125120,0.1,2015-10-19,ES-2015-BC11125120-42296,Medium,-,OFF-ST-5705,-18.738,6,12420,335.502,2015-10-21,First Class,65.92,ES-2015-BC11125120-42296OFF-ST-5705BC-11125120
BM-1178527,0 discount,2015-09-25,IN-2015-BM1178527-42272,Medium,-,OFF-BI-3293,27.27,9,24549,56.97,2015-10-01,Standard Class,2.97,IN-2015-BM1178527-42272OFF-BI-3293BM-1178527
NB-858095,0.7,2015-09-02,NI-2015-NB858095-42249,Medium,-,OFF-BI-6384,-66.648,4,47216,58.752,2015-09-07,Standard Class,6.86,NI-2015-NB858095-42249OFF-BI-6384NB-858095
HG-4845137,0 discount,2015-11-15,UP-2015-HG4845137-42323,Critical,-,OFF-AP-3870,84.45,1,50524,496.83,2015-11-17,Second Class,113.97,UP-2015-HG4845137-42323OFF-AP-3870HG-4845137
LD-1700539,0 discount,2015-03-20,MX-2015-LD1700539-42083,Low,-,OFF-FA-5478,5.5,1,7376,11.46,2015-03-27,Standard Class,1.429,MX-2015-LD1700539-42083OFF-FA-5478LD-1700539
JD-606086,0 discount,2015-11-20,MO-2015-JD606086-42328,High,-,TEC-PH-5247,209.52,4,45424,698.64,2015-11-20,Same Day,171.74,MO-2015-JD606086-42328TEC-PH-5247JD-606086
KN-16450130,0.47,2015-09-20,IN-2015-KN16450130-42267,Medium,-,OFF-EN-3662,-3.0303,3,23665,79.2297,2015-09-26,Standard Class,4.33,IN-2015-KN16450130-42267OFF-EN-3662KN-16450130
SC-2080059,0.17,2015-04-16,ID-2015-SC2080059-42110,Low,-,OFF-ST-4252,-12.5349,7,24183,114.5151,2015-04-22,Standard Class,12.03,ID-2015-SC2080059-42110OFF-ST-4252SC-2080059
DB-129701404,0.2,2015-12-14,CA-2015-DB12970140-42352,High,90045,OFF-BI-4835,20.724,2,41249,55.264,2015-12-16,Second Class,6.18,CA-2015-DB12970140-42352OFF-BI-4835DB-129701404
MF-176657,0.1,2015-01-26,IN-2015-MF176657-42030,High,-,TEC-MA-5493,79.512,8,21358,377.352,2015-01-28,Second Class,46.96,IN-2015-MF176657-42030TEC-MA-5493MF-176657
LS-1723093,0 discount,2015-11-08,MX-2015-LS1723093-42316,Medium,-,OFF-PA-4461,36.72,3,157,105.06,2015-11-14,Standard Class,9.517,MX-2015-LS1723093-42316OFF-PA-4461LS-1723093
CS-124907,0.1,2015-12-10,ID-2015-CS124907-42348,High,-,FUR-CH-5446,-34.47,3,24322,387.18,2015-12-14,Standard Class,39.94,ID-2015-CS124907-42348FUR-CH-5446CS-124907
CC-210057,0 discount,2015-12-08,HU-2015-CC210057-42346,Medium,-,OFF-ST-6057,29.34,2,47559,97.86,2015-12-11,Second Class,13.49,HU-2015-CC210057-42346OFF-ST-6057CC-210057
BM-1178592,0.4,2015-03-23,ID-2015-BM1178592-42086,High,-,TEC-MA-5000,-9.036,1,30707,30.024,2015-03-28,Standard Class,3.24,ID-2015-BM1178592-42086TEC-MA-5000BM-1178592
KD-1661554,0.4,2015-05-07,MX-2015-KD1661554-42131,Critical,-,OFF-BI-3246,-3.048,6,6391,25.272,2015-05-10,First Class,6.859,MX-2015-KD1661554-42131OFF-BI-3246KD-1661554
GH-1466564,0 discount,2015-07-28,ES-2015-GH1466564-42213,Medium,-,OFF-EN-4903,7.02,3,11439,44.28,2015-08-02,Standard Class,2.65,ES-2015-GH1466564-42213OFF-EN-4903GH-1466564
DK-1315048,0.1,2015-04-22,ES-2015-DK1315048-42116,Medium,-,OFF-AR-5911,-6.804,7,10619,100.926,2015-04-26,Standard Class,6.83,ES-2015-DK1315048-42116OFF-AR-5911DK-1315048
DN-3690147,0.7,2015-06-04,ZA-2015-DN3690147-42159,High,-,OFF-PA-4168,-15.567,1,42928,7.173,2015-06-07,Second Class,1.11,ZA-2015-DN3690147-42159OFF-PA-4168DN-3690147
NG-184301404,0 discount,2015-11-22,CA-2015-NG18430140-42330,High,90008,OFF-PA-6528,19.26,10,36103,42.8,2015-11-25,Second Class,6.15,CA-2015-NG18430140-42330OFF-PA-6528NG-184301404
DC-000000000001,0 discount,2015-08-29,MZ-2015-KS630087-42245,Medium,-,OFF-AR-6123,1.98,2,45880,22.62,2015-08-30,First Class,4.49,MZ-2015-KS630087-42245OFF-AR-6123DC-000000000001
