Customer ID,Discount,Order Date,Order ID,Order Priority,Postal Code,Product ID,Profit,Quantity,Row ID (unique),Sales,Ship Date,Ship Mode,Shipping Cost,Order Line ID
GA-4515117,0 discount,2016-12-24,SF-2016-GA4515117-42728,High,-,OFF-ST-6252,10.68,1,50193,22.29,2016-12-25,First Class,5.51,SF-2016-GA4515117-42728OFF-ST-6252GA-4515117
JG-511586,0 discount,2016-08-20,MO-2016-JG511586-42602,High,-,OFF-BI-2884,16.38,6,41534,182.88,2016-08-22,Second Class,22.05,MO-2016-JG511586-42602OFF-BI-2884JG-511586
Dl-3600110,0 discount,2016-09-21,SA-2016-Dl3600110-42634,Medium,-,OFF-ST-4031,2.97,1,43061,9.33,2016-09-25,Standard Class,1.54,SA-2016-Dl3600110-42634OFF-ST-4031Dl-3600110
MA-1756055,0.4,2016-11-06,US-2016-MA1756055-42680,Medium,-,TEC-AC-3405,-31.128,3,9745,310.752,2016-11-11,Standard Class,34.223,US-2016-MA1756055-42680TEC-AC-3405MA-1756055
TC-2147592,0 discount,2016-09-02,IN-2016-TC2147592-42615,Medium,-,FUR-BO-3640,630.96,4,30295,1467.36,2016-09-07,Standard Class,70.52,IN-2016-TC2147592-42615FUR-BO-3640TC-2147592
DC-000000000001,0 discount,2016-05-22,IT-2016-MZ1751545-42512,Medium,-,OFF-BI-6383,1.98,2,11266,100.92,2016-05-26,Standard Class,6.24,IT-2016-MZ1751545-42512OFF-BI-6383DC-000000000001
RL-1961527,0 discount,2016-09-25,IN-2016-RL1961527-42638,High,-,TEC-PH-3806,208.44,2,20990,1302.78,2016-09-29,Standard Class,96.03,IN-2016-RL1961527-42638TEC-PH-3806RL-1961527
LL-1684039,0.002,2016-08-02,MX-2016-LL1684039-42584,High,-,TEC-CO-4765,64.70632,2,1064,326.18632,2016-08-04,Second Class,17.465,MX-2016-LL1684039-42584TEC-CO-4765LL-1684039
DC-000000000001,0 discount,2016-08-17,ES-2016-JD16150139-42599,Critical,-,OFF-AR-3540,0.0,1,13733,29.55,2016-08-20,Second Class,9.97,ES-2016-JD16150139-42599OFF-AR-3540DC-000000000001
DD-1357064,0 discount,2016-06-26,ES-2016-DD1357064-42547,High,-,OFF-BI-3293,0.72,3,12461,18.99,2016-07-01,Standard Class,2.29,ES-2016-DD1357064-42547OFF-BI-3293DD-1357064
DB-3060117,0 discount,2016-08-15,SF-2016-DB3060117-42597,Medium,-,OFF-LA-6029,10.8,2,43304,25.74,2016-08-20,Standard Class,1.63,SF-2016-DB3060117-42597OFF-LA-6029DB-3060117
OT-187301404,0.2,2016-06-11,CA-2016-OT18730140-42532,Medium,90045,FUR-TA-3559,-217.048,4,31854,1335.68,2016-06-16,Standard Class,65.93,CA-2016-OT18730140-42532FUR-TA-3559OT-187301404
BM-111401406,0 discount,2016-12-05,CA-2016-BM11140140-42709,High,10024,FUR-FU-4039,20.4822,3,32519,113.79,2016-12-06,First Class,16.81,CA-2016-BM11140140-42709FUR-FU-4039BM-111401406
AD-10180139,0 discount,2016-05-03,ES-2016-AD10180139-42493,High,-,OFF-PA-4006,19.62,6,15574,89.28,2016-05-07,Standard Class,11.39,ES-2016-AD10180139-42493OFF-PA-4006AD-10180139
QJ-1925555,0.4,2016-10-29,US-2016-QJ1925555-42672,High,-,TEC-AC-3378,-4.22,5,8036,83.88,2016-11-03,Standard Class,14.966,US-2016-QJ1925555-42672TEC-AC-3378QJ-1925555
EM-1409548,0 discount,2016-04-25,IT-2016-EM1409548-42485,Critical,-,OFF-EN-3106,5.85,3,12545,74.07,2016-04-27,First Class,8.94,IT-2016-EM1409548-42485OFF-EN-3106EM-1409548
CK-123251408,0 discount,2016-04-09,CA-2016-CK12325140-42469,Low,71901,OFF-PA-6552,12.7008,4,38014,25.92,2016-04-16,Standard Class,3.47,CA-2016-CK12325140-42469OFF-PA-6552CK-123251408
TC-2129527,0 discount,2016-09-25,IN-2016-TC2129527-42638,High,-,OFF-AR-5905,17.7,1,20699,53.7,2016-09-29,Second Class,8.23,IN-2016-TC2129527-42638OFF-AR-5905TC-2129527
JL-1517559,0.17,2016-10-22,IN-2016-JL1517559-42665,High,-,TEC-PH-3146,21.819,2,29530,226.839,2016-10-24,Second Class,23.91,IN-2016-JL1517559-42665TEC-PH-3146JL-1517559
RA-192851402,0.8,2016-08-05,US-2016-RA19285140-42587,Medium,61604,OFF-BI-4834,-6.567,5,33984,3.98,2016-08-06,First Class,1.49,US-2016-RA19285140-42587OFF-BI-4834RA-192851402
PO-18850120,0 discount,2016-06-03,ES-2016-PO18850120-42524,Critical,-,FUR-FU-4084,6.96,2,13855,116.34,2016-06-06,First Class,50.1,ES-2016-PO18850120-42524FUR-FU-4084PO-18850120
LC-1714064,0 discount,2016-07-20,ES-2016-LC1714064-42571,High,-,OFF-AR-3552,208.8,10,12496,486.0,2016-07-24,Standard Class,46.89,ES-2016-LC1714064-42571OFF-AR-3552LC-1714064
PW-19030139,0.1,2016-06-15,ES-2016-PW19030139-42536,Low,-,TEC-MA-5495,-12.24,3,15774,136.89,2016-06-22,Standard Class,21.13,ES-2016-PW19030139-42536TEC-MA-5495PW-19030139
PS-1904545,0.1,2016-07-25,ES-2016-PS1904545-42576,Medium,-,FUR-CH-4703,49.05,6,20043,883.71,2016-07-30,Standard Class,42.83,ES-2016-PS1904545-42576FUR-CH-4703PS-1904545
PL-1892527,0 discount,2016-11-26,IN-2016-PL1892527-42700,Medium,-,FUR-CH-5773,97.38,3,22724,1391.76,2016-12-03,Standard Class,30.72,IN-2016-PL1892527-42700FUR-CH-5773PL-1892527
VW-217751,0 discount,2016-09-19,IN-2016-VW217751-42632,Medium,-,FUR-FU-5724,15.75,3,21399,131.58,2016-09-24,Standard Class,9.39,IN-2016-VW217751-42632FUR-FU-5724VW-217751
TS-1143094,0 discount,2016-11-08,NG-2016-TS1143094-42682,Medium,-,TEC-AC-3396,71.76,4,44970,231.84,2016-11-10,Second Class,23.17,NG-2016-TS1143094-42682TEC-AC-3396TS-1143094
JM-5655103,0 discount,2016-09-24,PL-2016-JM5655103-42637,High,-,TEC-AC-5206,24.57,1,46603,102.48,2016-09-26,Second Class,32.06,PL-2016-JM5655103-42637TEC-AC-5206JM-5655103
JS-5940134,0.6,2016-06-13,TU-2016-JS5940134-42534,High,-,FUR-BO-3896,-63.504,2,51191,97.656,2016-06-17,Second Class,15.34,TU-2016-JS5940134-42534FUR-BO-3896JS-5940134
PF-1912082,0 discount,2016-07-13,MX-2016-PF1912082-42564,High,-,OFF-FA-6185,4.1,1,3448,11.12,2016-07-17,Standard Class,1.764,MX-2016-PF1912082-42564OFF-FA-6185PF-1912082
JM-156557,0.1,2016-06-28,IN-2016-JM156557-42549,Critical,-,OFF-EN-4437,-2.97,3,22733,26.73,2016-07-01,Second Class,8.74,IN-2016-JM156557-42549OFF-EN-4437JM-156557
CC-268586,0 discount,2016-10-09,MO-2016-CC268586-42652,Medium,-,FUR-CH-4564,52.86,1,50343,182.37,2016-10-14,Standard Class,11.73,MO-2016-CC268586-42652FUR-CH-4564CC-268586
SS-2014027,0 discount,2016-10-17,IN-2016-SS2014027-42660,Medium,-,TEC-AC-4152,214.5,13,28100,511.29,2016-10-19,Second Class,44.3,IN-2016-SS2014027-42660TEC-AC-4152SS-2014027
RD-966013,0 discount,2016-11-15,BO-2016-RD966013-42689,High,-,OFF-AR-5920,4.74,2,45347,52.86,2016-11-15,Same Day,9.36,BO-2016-RD966013-42689OFF-AR-5920RD-966013
SC-2005055,0.4,2016-05-24,US-2016-SC2005055-42514,Medium,-,OFF-FA-6208,-3.28,4,29,21.84,2016-05-31,Standard Class,1.091,US-2016-SC2005055-42514OFF-FA-6208SC-2005055
JG-1580527,0 discount,2016-08-16,IN-2016-JG1580527-42598,High,-,FUR-BO-5940,224.28,3,24498,498.42,2016-08-20,Second Class,32.95,IN-2016-JG1580527-42598FUR-BO-5940JG-1580527
AH-1003036,0.202,2016-05-28,US-2016-AH1003036-42518,Medium,-,TEC-CO-6010,-91.04416,2,2003,378.31584,2016-05-29,First Class,30.003,US-2016-AH1003036-42518TEC-CO-6010AH-1003036
SZ-2003558,0 discount,2016-05-17,IN-2016-SZ2003558-42507,High,-,FUR-FU-3957,5.31,3,27618,66.96,2016-05-17,Same Day,10.55,IN-2016-SZ2003558-42507FUR-FU-3957SZ-2003558
HD-4785117,0 discount,2016-07-12,SF-2016-HD4785117-42563,Medium,-,OFF-FA-5478,6.51,1,41468,17.19,2016-07-17,Standard Class,1.33,SF-2016-HD4785117-42563OFF-FA-5478HD-4785117
BP-1115545,0 discount,2016-03-19,ES-2016-BP1115545-42448,Medium,-,OFF-LA-4662,4.02,2,17577,22.5,2016-03-20,First Class,2.86,ES-2016-BP1115545-42448OFF-LA-4662BP-1115545
HG-1496559,0.27,2016-07-12,IN-2016-HG1496559-42563,Medium,-,FUR-FU-3035,36.2106,3,25983,240.3306,2016-07-18,Standard Class,16.05,IN-2016-HG1496559-42563FUR-FU-3035HG-1496559
HR-148307,0.1,2016-08-05,ID-2016-HR148307-42587,High,-,OFF-FA-2959,0.498,2,23141,23.598,2016-08-07,First Class,5.88,ID-2016-HR148307-42587OFF-FA-2959HR-148307
LC-1705051,0 discount,2016-01-04,MX-2016-LC1705051-42373,Medium,-,OFF-LA-4640,12.78,3,8685,25.62,2016-01-10,Standard Class,1.199,MX-2016-LC1705051-42373OFF-LA-4640LC-1705051
CM-123857,0.1,2016-12-03,IN-2016-CM123857-42707,Medium,-,TEC-CO-3601,148.41,3,20902,392.85,2016-12-07,Standard Class,30.67,IN-2016-CM123857-42707TEC-CO-3601CM-123857
TS-21430113,0 discount,2016-09-17,IN-2016-TS21430113-42630,Medium,-,OFF-LA-4686,7.65,5,28528,22.8,2016-09-18,First Class,3.68,IN-2016-TS21430113-42630OFF-LA-4686TS-21430113
TB-2140082,0 discount,2016-07-16,MX-2016-TB2140082-42567,High,-,OFF-EN-5028,1.48,2,706,16.72,2016-07-19,First Class,2.241,MX-2016-TB2140082-42567OFF-EN-5028TB-2140082
SC-10020134,0.6,2016-09-19,TU-2016-SC10020134-42632,Medium,-,TEC-MA-6141,-47.832,1,42774,119.568,2016-09-23,Second Class,12.92,TU-2016-SC10020134-42632TEC-MA-6141SC-10020134
PO-1918055,0.402,2016-11-26,US-2016-PO1918055-42700,Medium,-,TEC-CO-3591,-174.9262,5,3242,384.5738,2016-11-30,Second Class,14.496,US-2016-PO1918055-42700TEC-CO-3591PO-1918055
AH-1021098,0.402,2016-07-19,US-2016-AH1021098-42570,Medium,-,TEC-CO-4577,-170.51232,2,5261,253.64768,2016-07-26,Standard Class,14.957,US-2016-AH1021098-42570TEC-CO-4577AH-1021098
CV-122951406,0 discount,2016-09-05,CA-2016-CV12295140-42618,Medium,10011,FUR-FU-4763,24.9366,1,36627,63.94,2016-09-09,Standard Class,7.12,CA-2016-CV12295140-42618FUR-FU-4763CV-122951406
EH-14005120,0.1,2016-12-19,IT-2016-EH14005120-42723,Critical,-,OFF-ST-6031,-57.435,5,17769,573.615,2016-12-21,Second Class,113.7,IT-2016-EH14005120-42723OFF-ST-6031EH-14005120
AB-1060051,0 discount,2016-06-25,MX-2016-AB1060051-42546,High,-,OFF-PA-6601,8.0,2,2173,61.84,2016-06-27,Second Class,9.33,MX-2016-AB1060051-42546OFF-PA-6601AB-1060051
PV-1898564,0 discount,2016-01-08,ES-2016-PV1898564-42377,High,-,OFF-PA-4150,2.82,2,11745,56.76,2016-01-10,First Class,7.62,ES-2016-PV1898564-42377OFF-PA-4150PV-1898564
ND-1837027,0 discount,2016-05-08,IN-2016-ND1837027-42498,High,-,OFF-EN-4904,12.12,4,27327,63.84,2016-05-09,First Class,8.81,IN-2016-ND1837027-42498OFF-EN-4904ND-1837027
EB-1417027,0 discount,2016-11-24,IN-2016-EB1417027-42698,Medium,-,OFF-AR-3466,40.5,9,29958,139.86,2016-11-28,Standard Class,13.51,IN-2016-EB1417027-42698OFF-AR-3466EB-1417027
CJ-120101406,0.7,2016-12-04,US-2016-CJ12010140-42708,Medium,19134,OFF-BI-4336,-14.5536,4,35495,18.192,2016-12-09,Standard Class,1.42,US-2016-CJ12010140-42708OFF-BI-4336CJ-120101406
DC-000000000001,0 discount,2016-05-07,IN-2016-JK1562558-42497,Medium,-,TEC-AC-3392,39.69,7,28075,284.97,2016-05-13,Standard Class,13.23,IN-2016-JK1562558-42497TEC-AC-3392DC-000000000001
CP-208523,0 discount,2016-11-09,CA-2016-CP208523-42683,Medium,-,TEC-MA-5573,116.52,2,50429,529.8,2016-11-14,Standard Class,32.92,CA-2016-CP208523-42683TEC-MA-5573CP-208523
DC-000000000001,0.5,2016-06-05,IT-2016-AT1043591-42526,Medium,-,FUR-BO-3887,-58.56,1,19615,71.4,2016-06-09,Second Class,7.93,IT-2016-AT1043591-42526FUR-BO-3887DC-000000000001
DH-307569,0 discount,2016-12-19,KE-2016-DH307569-42723,High,-,OFF-BI-4818,37.2,4,47225,207.12,2016-12-20,First Class,31.46,KE-2016-DH307569-42723OFF-BI-4818DH-307569
AH-1007514,0 discount,2016-08-08,ES-2016-AH1007514-42590,High,-,FUR-CH-5396,118.2,5,13450,657.15,2016-08-12,Standard Class,75.55,ES-2016-AH1007514-42590FUR-CH-5396AH-1007514
PJ-901586,0 discount,2016-08-03,MO-2016-PJ901586-42585,High,-,OFF-EN-3676,64.62,6,46248,147.24,2016-08-05,First Class,24.08,MO-2016-PJ901586-42585OFF-EN-3676PJ-901586
LC-1714045,0.1,2016-11-15,ES-2016-LC1714045-42689,Medium,-,FUR-CH-5437,158.472,8,19971,491.832,2016-11-20,Standard Class,39.24,ES-2016-LC1714045-42689FUR-CH-5437LC-1714045
JK-1532582,0 discount,2016-06-07,MX-2016-JK1532582-42528,High,-,OFF-AR-3500,31.04,2,6468,62.12,2016-06-07,Same Day,16.253,MX-2016-JK1532582-42528OFF-AR-3500JK-1532582
KB-1658555,0.4,2016-06-01,US-2016-KB1658555-42522,Medium,-,TEC-AC-3395,-2.184,2,6526,32.736,2016-06-05,Standard Class,1.974,US-2016-KB1658555-42522TEC-AC-3395KB-1658555
LT-1676551,0 discount,2016-09-16,MX-2016-LT1676551-42629,Medium,-,FUR-CH-4519,15.76,2,8042,78.92,2016-09-21,Standard Class,4.579,MX-2016-LT1676551-42629FUR-CH-4519LT-1676551
RC-199601402,0.2,2016-09-12,CA-2016-RC19960140-42625,Medium,77041,OFF-EN-3653,33.6042,2,41269,99.568,2016-09-18,Standard Class,6.69,CA-2016-RC19960140-42625OFF-EN-3653RC-199601402
MO-1750018,0.6,2016-03-22,US-2016-MO1750018-42451,Medium,-,OFF-AP-4490,-18.328,1,10168,18.792,2016-03-28,Standard Class,1.126,US-2016-MO1750018-42451OFF-AP-4490MO-1750018
MS-177107,0.1,2016-10-03,IN-2016-MS177107-42646,Medium,-,OFF-AR-6114,25.29,3,20369,59.94,2016-10-08,Standard Class,4.1,IN-2016-MS177107-42646OFF-AR-6114MS-177107
SM-2032036,0.202,2016-06-20,US-2016-SM2032036-42541,Medium,-,TEC-CO-3599,23.37936,2,7812,158.25936,2016-06-24,Standard Class,7.444,US-2016-SM2032036-42541TEC-CO-3599SM-2032036
LD-1700534,0.5,2016-01-14,ES-2016-LD1700534-42383,High,-,OFF-BI-3714,-2.88,2,17389,28.8,2016-01-16,First Class,4.52,ES-2016-LD1700534-42383OFF-BI-3714LD-1700534
JE-154751402,0.2,2016-11-23,US-2016-JE15475140-42697,Medium,77095,TEC-AC-4942,-0.6008,2,37381,24.032,2016-11-28,Standard Class,2.07,US-2016-JE15475140-42697TEC-AC-4942JE-154751402
KH-163601408,0 discount,2016-07-03,CA-2016-KH16360140-42554,Medium,22204,OFF-AR-3286,3.157,2,39633,7.7,2016-07-09,Standard Class,1.61,CA-2016-KH16360140-42554OFF-AR-3286KH-163601408
PP-189551408,0 discount,2016-02-05,US-2016-PP18955140-42405,Critical,30080,OFF-PA-6361,60.2553,3,32687,122.97,2016-02-05,Same Day,30.0,US-2016-PP18955140-42405OFF-PA-6361PP-189551408
LW-1721551,0 discount,2016-04-13,MX-2016-LW1721551-42473,Medium,-,OFF-AR-6108,51.52,7,4628,245.7,2016-04-17,Standard Class,14.04,MX-2016-LW1721551-42473OFF-AR-6108LW-1721551
RL-9615117,0 discount,2016-12-09,SF-2016-RL9615117-42713,High,-,FUR-CH-4560,35.04,1,44241,100.14,2016-12-11,First Class,17.58,SF-2016-RL9615117-42713FUR-CH-4560RL-9615117
JM-1526527,0 discount,2016-12-12,IN-2016-JM1526527-42716,Medium,-,FUR-FU-6238,118.98,6,26749,283.68,2016-12-14,Second Class,35.11,IN-2016-JM1526527-42716FUR-FU-6238JM-1526527
DC-000000000001,0 discount,2016-04-26,MX-2016-RS1976528-42486,High,-,OFF-ST-4258,112.98,3,5943,275.58,2016-04-30,Standard Class,20.343,MX-2016-RS1976528-42486OFF-ST-4258DC-000000000001
RD-199307,0.4,2016-06-19,ID-2016-RD199307-42540,High,-,TEC-PH-5336,-60.528,4,30929,403.272,2016-06-24,Standard Class,36.71,ID-2016-RD199307-42540TEC-PH-5336RD-199307
JL-15130143,0.4,2016-11-19,US-2016-JL15130143-42693,Medium,-,OFF-FA-3063,-10.068,3,6910,20.052,2016-11-24,Second Class,2.537,US-2016-JL15130143-42693OFF-FA-3063JL-15130143
CM-1219082,0 discount,2016-12-09,MX-2016-CM1219082-42713,High,-,TEC-AC-3395,29.46,3,1461,81.84,2016-12-12,First Class,16.612,MX-2016-CM1219082-42713TEC-AC-3395CM-1219082
JE-157151404,0.2,2016-12-26,CA-2016-JE15715140-42730,Medium,98115,FUR-CH-4408,52.3764,3,37927,698.352,2016-12-31,Standard Class,38.16,CA-2016-JE15715140-42730FUR-CH-4408JE-157151404
MJ-177401404,0.2,2016-11-08,CA-2016-MJ17740140-42682,High,98115,OFF-BI-6406,9.688,2,31460,27.68,2016-11-12,Standard Class,4.77,CA-2016-MJ17740140-42682OFF-BI-6406MJ-177401404
TR-11325134,0.6,2016-02-06,TU-2016-TR11325134-42406,High,-,OFF-ST-4107,-12.96,1,49541,19.2,2016-02-10,Standard Class,1.53,TU-2016-TR11325134-42406OFF-ST-4107TR-11325134
LS-723086,0 discount,2016-06-25,MO-2016-LS723086-42546,Medium,-,OFF-AR-3452,8.82,2,50243,38.4,2016-06-30,Second Class,4.07,MO-2016-LS723086-42546OFF-AR-3452LS-723086
KB-16600144,0.27,2016-12-13,ID-2016-KB16600144-42717,Medium,-,FUR-FU-3931,11.2389,1,21867,35.7189,2016-12-19,Standard Class,2.27,ID-2016-KB16600144-42717FUR-FU-3931KB-16600144
GK-1462055,0.4,2016-09-16,US-2016-GK1462055-42629,High,-,OFF-SU-6165,-11.376,2,3234,22.704,2016-09-20,Standard Class,1.65,US-2016-GK1462055-42629OFF-SU-6165GK-1462055
CD-1228045,0.1,2016-07-29,ES-2016-CD1228045-42580,Medium,-,FUR-CH-5441,288.3,2,19384,837.0,2016-08-02,Standard Class,81.13,ES-2016-CD1228045-42580FUR-CH-5441CD-1228045
SC-2069527,0 discount,2016-08-29,IN-2016-SC2069527-42611,High,-,OFF-BI-3725,27.63,3,27516,153.81,2016-08-31,Second Class,17.08,IN-2016-SC2069527-42611OFF-BI-3725SC-2069527
RS-1942082,0 discount,2016-09-04,MX-2016-RS1942082-42617,High,-,TEC-AC-5881,13.48,2,110,48.16,2016-09-04,Same Day,12.209,MX-2016-RS1942082-42617TEC-AC-5881RS-1942082
LD-7005134,0.6,2016-06-08,TU-2016-LD7005134-42529,Medium,-,FUR-FU-3028,-48.708,2,42032,36.072,2016-06-12,Standard Class,3.28,TU-2016-LD7005134-42529FUR-FU-3028LD-7005134
DC-000000000001,0.25,2016-08-28,ID-2016-SP20620102-42610,Low,-,FUR-FU-3024,-46.3725,9,25843,347.2875,2016-09-04,Standard Class,43.08,ID-2016-SP20620102-42610FUR-FU-3024DC-000000000001
PK-1907539,0 discount,2016-03-23,MX-2016-PK1907539-42452,Medium,-,OFF-LA-6063,5.92,2,290,15.24,2016-03-25,Second Class,2.371,MX-2016-PK1907539-42452OFF-LA-6063PK-1907539
SG-2008058,0 discount,2016-12-24,IN-2016-SG2008058-42728,Medium,-,FUR-TA-4705,214.32,2,28255,669.78,2016-12-29,Standard Class,63.15,IN-2016-SG2008058-42728FUR-TA-4705SG-2008058
GH-1448559,0.17,2016-07-16,IN-2016-GH1448559-42567,Medium,-,TEC-PH-5263,29.1834,1,28917,121.1634,2016-07-21,Standard Class,6.7,IN-2016-GH1448559-42567TEC-PH-5263GH-1448559
RD-1981018,0 discount,2016-04-03,MX-2016-RD1981018-42463,Medium,-,OFF-ST-6040,27.4,5,1982,58.4,2016-04-05,Second Class,1.999,MX-2016-RD1981018-42463OFF-ST-6040RD-1981018
KM-637523,0 discount,2016-06-14,CA-2016-KM637523-42535,Medium,-,OFF-BI-3258,84.6,4,50816,196.8,2016-06-18,Standard Class,19.24,CA-2016-KM637523-42535OFF-BI-3258KM-637523
CR-1273018,0.6,2016-12-20,US-2016-CR1273018-42724,Critical,-,OFF-EN-4916,-26.784,3,10180,29.736,2016-12-22,First Class,12.976,US-2016-CR1273018-42724OFF-EN-4916CR-1273018
EA-140351402,0.2,2016-02-16,CA-2016-EA14035140-42416,Medium,60623,OFF-PA-6568,1.8144,1,33120,5.184,2016-02-20,Standard Class,1.67,CA-2016-EA14035140-42416OFF-PA-6568EA-140351402
SC-20695144,0.17,2016-07-17,ID-2016-SC20695144-42568,Medium,-,OFF-ST-6283,40.6476,3,23553,135.0576,2016-07-21,Standard Class,4.16,ID-2016-SC20695144-42568OFF-ST-6283SC-20695144
KA-1652527,0 discount,2016-12-25,IN-2016-KA1652527-42729,Low,-,OFF-BI-2884,59.64,7,28988,213.36,2017-01-01,Standard Class,24.97,IN-2016-KA1652527-42729OFF-BI-2884KA-1652527
MS-798060,0 discount,2016-12-24,IR-2016-MS798060-42728,Medium,-,OFF-AP-3569,1.8,1,47305,60.0,2016-12-30,Standard Class,5.49,IR-2016-MS798060-42728OFF-AP-3569MS-798060
VW-21775143,0.4,2016-05-12,US-2016-VW21775143-42502,Medium,-,OFF-PA-5868,-15.216,3,6267,25.344,2016-05-18,Standard Class,1.812,US-2016-VW21775143-42502OFF-PA-5868VW-21775143
JK-161207,0.1,2016-11-28,IN-2016-JK161207-42702,Medium,-,TEC-PH-5357,110.88,8,30287,907.2,2016-12-02,Standard Class,72.35,IN-2016-JK161207-42702TEC-PH-5357JK-161207
BD-1162027,0 discount,2016-06-01,IN-2016-BD1162027-42522,High,-,OFF-BI-2899,53.01,3,29926,151.65,2016-06-03,Second Class,21.97,IN-2016-BD1162027-42522OFF-BI-2899BD-1162027
AJ-1078082,0 discount,2016-04-23,MX-2016-AJ1078082-42483,High,-,OFF-EN-5039,8.8,5,94,88.3,2016-04-27,Standard Class,10.864,MX-2016-AJ1078082-42483OFF-EN-5039AJ-1078082
DC-1328597,0.2,2016-10-07,IN-2016-DC1328597-42650,Medium,-,FUR-CH-4703,127.62,3,22459,392.76,2016-10-11,Standard Class,30.72,IN-2016-DC1328597-42650FUR-CH-4703DC-1328597
SJ-10125110,0 discount,2016-11-01,SA-2016-SJ10125110-42675,Medium,-,OFF-SU-4119,13.35,1,46507,34.29,2016-11-07,Standard Class,3.66,SA-2016-SJ10125110-42675OFF-SU-4119SJ-10125110
CV-12295139,0 discount,2016-08-12,ES-2016-CV12295139-42594,High,-,OFF-ST-4261,26.4,2,11721,52.8,2016-08-16,Standard Class,3.04,ES-2016-CV12295139-42594OFF-ST-4261CV-12295139
